城市,城市shapefile,City,Lat,Long,tarvl_2011,trev_2011,CPIp_2011,CPIb_2011,hprice_2011,pgdp_2011,salary_2011,pop_2011,area_2011,road_2011,hotel_2011,agent_2011,Aspot_2011,railway_2011,darvl_2011,drev_2011,iarvl_2011,irev_2011,tarvl_2012,trev_2012,CPIp_2012,CPIb_2012,hprice_2012,pgdp_2012,salary_2012,pop_2012,area_2012,road_2012,hotel_2012,agent_2012,Aspot_2012,railway_2012,darvl_2012,drev_2012,iarvl_2012,irev_2012,tarvl_2013,trev_2013,CPIp_2013,CPIb_2013,hprice_2013,pgdp_2013,salary_2013,pop_2013,area_2013,road_2013,hotel_2013,agent_2013,Aspot_2013,railway_2013,darvl_2013,drev_2013,iarvl_2013,irev_2013,tarvl_2014,trev_2014,CPIp_2014,CPIb_2014,hprice_2014,pgdp_2014,salary_2014,pop_2014,area_2014,road_2014,hotel_2014,agent_2014,Aspot_2014,railway_2014,darvl_2014,drev_2014,iarvl_2014,irev_2014,tarvl_2015,trev_2015,CPIp_2015,CPIb_2015,hprice_2015,pgdp_2015,salary_2015,pop_2015,area_2015,road_2015,hotel_2015,agent_2015,Aspot_2015,railway_2015,darvl_2015,drev_2015,iarvl_2015,irev_2015,tarvl_2016,trev_2016,CPIp_2016,CPIb_2016,hprice_2016,pgdp_2016,salary_2016,pop_2016,area_2016,road_2016,hotel_2016,agent_2016,Aspot_2016,railway_2016,darvl_2016,drev_2016,iarvl_2016,irev_2016,tarvl_2017,trev_2017,CPIp_2017,CPIb_2017,hprice_2017,pgdp_2017,salary_2017,pop_2017,area_2017,road_2017,hotel_2017,agent_2017,Aspot_2017,railway_2017,darvl_2017,drev_2017,iarvl_2017,irev_2017,tarvl_2018,trev_2018,CPIp_2018,CPIb_2018,hprice_2018,pgdp_2018,salary_2018,pop_2018,area_2018,road_2018,hotel_2018,agent_2018,Aspot_2018,railway_2018,darvl_2018,drev_2018,iarvl_2018,irev_2018,tarvl_2019,trev_2019,CPIp_2019,CPIb_2019,hprice_2019,pgdp_2019,salary_2019,pop_2019,area_2019,road_2019,hotel_2019,agent_2019,Aspot_2019,railway_2019,darvl_2019,drev_2019,iarvl_2019,irev_2019
资阳,资阳市,Ziyang,30.1349565592531,104.634435341644,1032.81,86.571187236,100,1,2900.61316,16228,31736.47,363.01,7962,409.83,13,,,0,27.1,8620,10301,5.747,1412.29,114.610375625,103.2,1.032,3286.57865787,18423,,354.2,7960,463.33,13,,,0,28.9,11420,14094,6.501,1860.11,145.081686916,102.9,1.061928,3416.61929616,20050,39702.52,350.8,7960,469.12,14,,,0,29.1,14470,18572,6.163,2614.4,182.7034249350094,101.8,1.081042704,3824.26710971,21373,41944.94,347.5,7960,500,14,,,0,37,18203,26107,10.96283348,3204.4721,221.5714558524,101.5,1.09725834456,3877.922276,22824,50455,347.6,7960,545,13,,,0,39.621,22080,32005.1,12.3861,1899.219,140.6306685599156,101.30817756,1.111612431998761,3752.877902,25457,55033,240.3,5744,645,7,,,0,22.09,14019,18970.1,6.63427668,2245.4902,162.1689539132288,101.7748102,1.131341442826344,3967.224922,27036,60891,238.4,5744,552,7,,,0,16.402,16189,22438.5,4.13154882,2551.0493,190.0907425768046,101.58513402,1.149274720918943,4692.232,28770,66560,235.1,5744,688,7,,,0,10.793,18991,25499.7,2.73132313,2684.9756,220.1009576295242,103.50701629,1.189579972598422,5696.91780822,31019,69358,233,5744,694,5,,,0,4.256,22003,26845.5,1.02859505
赣州,赣州市,Ganzhou,25.8351761034976,114.940503372982,1764.14,135.30966688,100,1,4037.171449,15895,27850.86,845.2071,39379,697.2,54,,,0,131.4,13300,17510,35.76,2197.22,164.95109375,102.8,1.028,4659.8087905,17873,32872.31,850.7974,39379,797.9,56,,,0,152.2,16200,21820,46.75,2591.1,207.0698329896,102.4,1.052672,4872.62442428,19768,40923.8,855.2508,39379,989.7,59,,,0,161,20400,25750,49.5678,3095.7,272.2536808924,102.1,1.074778112,5371.954722,21708,45112.52,860.5681000000001,39446,1465,71,,,0,163.3,26914,30793.7,50.6883,3763.1284,370.1358951124,102.1,1.097348452352,4984.900626,23148,50313,866.2308,39363,1734.79,75,,,0,140.584,36695,37490.7,51.1511,4613.214099999999,512.8153211909,102,1.11929542139904,5074.495706,25761,55253,873.1695999999999,39363,2253.85,73,,,0,158.941,50939,45973.2,51.5683,5589.5427,659.733512142,102.1,1.14280062524842,6015.051534,29308,60337,881.2316999999999,39363,2639.89,76,,,0,176.727,65559,55718.7,61.369,6996.13,885.1509029786,102.05249909,1.166256597682158,6727.993952,32429,66875,886.2422,39363,3114.82,70,,,0,188,88076,69773.3,66.3539,8327.1,1072.741121303,102.53633572,1.195836780356027,6858.53500141,39968,70640,891.7837,39363,3681.41,71,,,0,208.1,106628,83062.89999999999,93.6598
赤峰,赤峰市,Chifeng,42.2616861034116,118.895520397519,454.07,67.3940412596,100,1,3079.834984,31121.21233122,38318.51,431.93,90021,830.28,33,59,,0,35.3,6618,4505.4,18.7967,511.9741,89.55193750000001,102.7,1.027,3398.3958164,36070,44531,431.3,90000,1314,36,66,,0,37.841,8822,5081.9,21.1,573.54,105.22808456,103.7,1.064999,3921.37161877,39126,47751,430.62,90000,1676,35,67,,0,40,10352,5695.4,27.58,641.3199999999999,135.31442356,101.8,1.084168982,3964.4836272,41309,52152,430.38,90021,2022,34,69,,0,41.5,13324,6371.7,33.77,714.65,172.5859345312,101.6,1.101515685712,4629.42340026,43269,55377,429.95,90021,2174.61,34,73,,0,43.3,17039,7103.2,35.2568,870.425,212.3044395,101.1,1.113632358254832,4787.730006,44936,59602,430.52,90000,2420.4,34,73,,0,45.25,20988,8659,36.5,1136.9882,293.06099442,101.5,1.130336843628654,4749.14116,32641,63809,431.48,90000,2381.71,34,96,,0,45.382,29055,11324.5,37.19,1324.5414,345.88521328,101.9,1.151813243657599,3487.2218234,35819,70637.87321999999,432.18,90000,2449.69,29,29,,0,42.314,34372,13203.1,32.72,1987.3114,420.955473378,102.6,1.181760387992697,3675.36125,39488,74323,433.09,90000,2491.41,29,84,,0,43.014,41862,19830.1,33.8548
辽源,辽源市,Liaoyuan,42.8940550057463,125.150425166887,117.69,12.7672144796,100,1,2668.523677,40844,27805.71,122.54,5140,648,3,,,0,.3,1276,1176.6,.1117,137.75,16.10845875,102.4,1.024,2663.57308585,49479,32371,122,5140,501,3,,,0,-100,1610,1377,.134,159.4207,20.3094941756,102.3,1.047552,3285.42094456,57421,36552,121.92,5140,525,3,,,0,.407,2030,1593.8,.1533,186.6108,24.8103567608,101.9,1.067455488,3335.62058527,56467,39462,121.8,5140,525,,,,0,.408,2480,1865.7,.1686,216.1067,30.96903118,102,1.08880459776,3212.224939,59855,43872,120.8,5140,531.2299999999999,,,,0,.367,3096,2160.7,.145,253.017,39.8108667334,101.1,1.10078144833536,3623.1836,63480,46910,119.8,5140,538.1800000000001,,,,0,1.97,3976,2528.2,.7658,305.4839,50.1810216,100.8,1.109587699922043,3625.094913,55912,50474,117.95,5140,440.32,,,,0,2.839,5010,3052,1.2,346.3831,60.66256970000001,101.3,1.12401234002103,4147.15542522,52861,57948,117.24,5140,440.5,,,,0,3.831,6056,3460,1.55,392.19,66.71416170000001,103.3,1.161104747241724,3999.47308133,35108,63708,116.55,5140,451.78,,,,0,2.9,6663,3919,1.22
辽阳,辽阳市,Liaoyang,41.2741612904542,123.243366406513,1912.547,162.9934304,100,1,3357.388316,48594,36161.10603536,,4774,1087,11,,,0,33.47,16160,19092,20.8,2161.2506,191.59685,102.52479846,1.0252479846,3475.68588168,53876.58050619,40243.85644286,185.6,4736,1247.16,12,,,0,38.506,19040,21573.96,18.96397861,2458.6332,222.67682908,101.6855385,1.042528934100907,3966.64497567,58236,43052.87598945,185.3,4736,1331.22,6,,,0,44.332,22094.15168901,24542.399,28.68521145,2798.0763,256.09638608,101.92622884,1.062610427094903,4419.37136205,54800,46453.25356423,185,4736,1341,8,,,0,38.763,25463.24231,27942,24.35792944,1949.5156,158.32844936,101.37529546,1.077224460056226,4048.414182,55674,50716,184.6,4788,1375.57,8,,,0,39.156,15680.306,19455.53253,24.54,2219.9693,179.6672173,100.93124765,1.087256087525725,4028.990008,36145,54507,184.4,4788,1384.86,7,,,0,39.693,17798.08304,22159.85155,25.10442,2493.7474,199.93048634,100.95670256,1.09765789434884,4271.321582,41449,60361,183.7,4788,1740.81,6,,,0,40.474,19820,24897,25.633,2674.8603,225.30350688,101.75617177,1.116934652420571,4798.254012,47422,67941,183.1,4788,1794.27,6,43,14,0,34.603,22470.67,26714,9.116820000000001,2993.5357,261.92629905,102.13019704,1.140727561325168,4563.95086104,45498,69094,182.2,4788,1799.8,6,37,16,0,13.357,26156,29922,4.7256
达州,达州市,Dazhou,31.2143077239274,107.474593858975,990.9399999999999,50.105102452,100,1,3227.206325,18474,31763.53,548.5599999999999,16580,192.88,15,,,0,.4,5010,9909,.079,1108.28,61.77562375,102.8,1.028,3662.97983084,20685,36332.02,547.1,16582,197.49,16,,,0,3.8,6170,11079,1.198,1243.16,75.220873102,102.5,1.0537,4179.90309669,22632,39497.09,547.4,16582,210.77,17,,,0,2.6,7519,12429,.4985,1351.3,90.42099448540415,102.1,1.0758277,4291.15759449,24411,43388.09,547.2,16582,215,10,,,0,2.9,9036,13510.1,.9929427199999999,1581.0812,112.4292118036,101.5,1.0919651155,4424.536636,24342,48672,547.6,16582,223.56,10,,,0,.512,11242,15810.3,.1479,1912.795,140.8007745034719,101.57178974,1.109128511149808,4213.691073,25921,53081,547,16582,225.14,13,,,0,.05,14080,19127.9,.01166017,2233.0014,171.0819517198699,101.37734517,1.124405039127223,4749.826374,28066,50756,547.7,16582,229.73,8,,,0,.114,17108,22329.9,.02890666,2831.0972,208.8625699943441,102.33514066,1.150661478378971,5881.081,29627,57940,545.3,16582,254.57,7,,,0,.172,20886,28310.8,.03883692,4137.3529,328.1519506297749,103.11367937,1.186489387449795,6403.63070539,35625,61582,542.2,16582,283.45,9,,,0,2.429,32811,41371.1,.60811234
运城,运城县,Yuncheng,35.0327069129092,111.013389454479,1944.98,125.983914044,100,1,2008.696768,19733,30490.76,509.0113,14181,350,50,,,0,134.8,12380,19315,33.813,2394.8126,165.897358875,102.48313,1.0248313,2403.49697265,20628,31912,503.751,14181,433,53,,,0,159.126,16335,23789,40.3542,2907.1829,212.5211470616,102.84146,1.05395147145698,2663.79541387,21887,34964,498.9365,14181,601,39,,,0,178.229,20969,28893.6,45.7138,3467.6932,268.7751824368,101.79068386,1.072824410348593,2888.82658989,22940.7,39815,496.5352,14181,716,39,,,0,28.932,26830,34648,7.7356,4038.8039,326.912310206,100.51896,1.078391939908538,3000.380499,22304,46588,492.4868,14183,715.8000000000001,34,,,0,30.239,32638,40357.8,8.5465,5324.7632,434.4271394315001,101.49892804,1.094556259076927,3024.228646,23105,49545,488.8196,14183,716,28,,,0,31.832,43382,53215.8,9.140499999999999,6707.5951,556.5316021302,100.33761918,1.098251690943461,3206.847527,25115,54570,485.5329,14183,840,25,,,0,33.651,55587,67042.3,9.7989,8359.0694,705.9292485318,101.0195693,1.109449128021052,3364.53280541,28229,61243,481.7531,14183,,18,,,0,35.494,70524,83555.2,10.4157,9771.937999999998,831.06090455,101.68727277,1.128168561055153,3862.35007599,28951,61815,478.9135,14183,971,14,,,0,37.48,83030,97681.89999999999,11.03
连云港,连云港市,Lianyungang,34.6022495252672,119.228621333166,1669.1589,196.62937572,100,1,3880.235473,32384,38816.04,438.61,7615,1675,59,,,0,132.289,18831.7546,16559.3,128.69,1908.7384,230.7056875,102.3,1.023,4140.74054156,36819,44123.73322,440.6899999999999,7615,1711.03,59,,,0,144.684,22159.4225,18942.7,144.34,2138.4528,258.2835251016,102.2,1.045506,4386.32280951,41403,46246.81,442.83,7615,1748,60,,,0,24.228,25725.0264,21360.3,16.6838,2417.3272,298.57238928,102.4,1.070598144,4637.27396050499,44757,52614.12,445.17,7615,1775,44,,,0,22.972,29742,24150.3,18.76,2684.7745,339.98554176,101.8,1.089868910592,4950.445982570927,51219,56154,447.37,7615,2387.64,39,,,0,20.345,33870,26827.4,20.64,3013.3424,393.09731463,102.1,1.112756157714432,5173.635181437692,56041,61262,449.64,7615,2505.69,34,,,0,22.624,39158.2206,30110.8,22.81,3386.794,455.95378888,101.8,1.132785768553292,5666.867079978054,61173,69726,451.84,7615,2692,26,,,0,26.14,45412,33841.8,27.16,3805.0836,528.15279474,102.3,1.158839841230017,7285.320916214497,63926,75808,452,7615,2524,20,,,0,28.936,52620,38021.9,29.51,4202.740299999999,584.2864936999999,103,1.193605036466918,6981.474554619429,68151,,451.1,7616,2652,17,,,0,33.803,58205,41993.6,32.42
通化,通化市,Tonghua,41.7338158016134,125.94660627598,475.14,48.5356178584,100,1,2505.181347,34515,28397.35,226,15608,297,26,,,0,98.40000000000001,4736,4653,18.2018,558.46,61.755968125,102.3,1.023,2645.16129032,39111,31761,224.6,15608,395,33,,,0,115.6,6020,5469,24.649,644.3891,77.92941943800001,102.3,1.046529,2933.74422188,44909,36074,222.3,15608,400,32,,,0,134.391,7605,6309.5,30.3465,756.4060999999999,95.39570604639999,101.9,1.066413051,3765.60006139,45378,39348,222.19,15612,409,,,,0,168.661,9322,7395.4,35.4188,882.8018,120.2033837748,101.6,1.083475659816,3326.334983,45171,44405,221.1,15612,414.26,,,,0,199.018,11749,8629,43.5647,1033.9312,154.3840324459,102.1,1.106228648672136,3600.978961,42979,47506,219.85,15612,415.79,,,,0,240.812,15088,10098.5,52.7533,1233.55,194.5232436216,102.6,1.134990593537611,3937.243234,38267,52054,217.15,15612,416.78,,,,0,204.5,19110,12131,50.7012,1470.36,251.1497514,101.6,1.153150443034213,4782.99134562,38296,58342,215.94,15612,425.75,,,,0,195.6,24843,14508,41.1,1744.52,310.76246195,102.7,1.184285504996137,4789.0498223,33702,60226,214.74,15612,430.94,,,,0,170.2,30815,17275,37.87
通辽,通辽市,Tongliao,43.6579800839166,122.250521787376,272.0723,44.9937243612,100,1,2016.572232,46167,34591.68,313.64,59535,906.3700000000001,21,31,,0,20.223,4425,2700.5,11.5149,307.4726,49.505275,103.9,1.039,2867.83067882,54019,38281,313.25,59500,959,30,34,,0,22.326,4872,3052.4,12.44,336.0203,57.47153132,105.7,1.098223,3188.86489405,56955,42929,312.57,59500,1049,32,30,,0,23.203,5648,3337,16.01,348.5263,73.82813327640001,102,1.12018746,3826.57332458,60380,46971,312.4,,1089,31,28,,0,24.363,7266,3460.9,19.0163,447.0229,93.31946025880001,99.8,1.11794708508,3179.98042893,60123,53093,312.08,59629,1188.84,28,27,,0,25.129,9216,4445.1,18.6157,543.4572000000001,133.48791175,101.6,1.13583423844128,3518.611737,62424,57029,312.48,59500,1226.04,28,27,,0,26.572,13201,5408,22.25,644.8524,159.86063306,101.2,1.149464249302576,3607.919646,39102,61470,312.87,59500,1226.04,28,39,,0,26.724,15833,6421.8,22.67,760.903,198.50891836,102,1.172453534288627,4424.87358382,41573,66104.19518,313.32,59500,1226.04,26,26,,0,25.83,19711,7583.2,21.14,1296.8726,267.0997273295,104.3,1.222869036263038,4854.799391,40410,73313,313.88,59500,1226.04,27,30,,0,27.926,26555,12940.8,22.4647
遂宁,遂宁市,Suining,30.5390976711091,105.599421530644,1360.88,103.1081849,100,1,2888.594604,18528,31783.4,326.01,5325,683.4,20,,,0,8.800000000000001,10300,13600,1.675,1705.42,131.20186375,102.5,1.025,3713.58819286,20908,37262.27,317.8,5323,855.1,24,,,0,24.2,13090,17030,4.782,2011.68,166.9937216956,102.8,1.0537,3818.23726746,22517,40168.82,313.8,5323,1782.38,23,,,0,6.8,16690,20110,1.5133,2433.51,201.1814964046199,101.7,1.0716129,4446.9261998,24691,43667.29,309.6,5323,1868,22,,,0,7.2,20109,24327.9,1.48949021,3106.3302,251.0186914284,101.7,1.0898303193,4072.665769,27868,49753,305.4,5323,2068.3,20,,,0,.802,25100,31062.5,.3001,3931.856699999999,310.0255371912428,101.40238037,1.105113885764172,4078.743418,30615,55279,301,5323,2095.4,20,,,0,.467,31001,39318.1,.23391282,4356.5517,385.1976191686367,101.83736311,1.12541884062469,4199.135292,34835,61289,294.3,5323,1059.37,20,,,0,.417,38519,43565.1,.11284648,4971.3703,467.2134972846504,101.79149565,1.145580670198762,5060.796,37943,71498,289.4,5323,1464.34,17,,,0,.103,46721,49713.6,.05284983,5831.4622,563.1825125586271,102.83069208,1.178008531500089,5800.09208368,42113,59290,285.4,5323.2,1450.88,16,,,0,.522,56317,58314.1,.18138086
遵义,遵义市,Zunyi,27.7317008789166,106.933427748018,2625.43,240.7792849708,100,1,2955.271565,18335.04782147,40542.17,610,30762,385,38,,,0,14.3,24050,26240,4.3241,3354.14,311.9533976874999,102.2,1.022,3376.5203596,22295.57338135,45301,611.7,30762,385,41,,,0,15.4,31165,33526,4.8063,4302.77,358.9997662599999,102.7,1.049594,3418.93564356,25852,50504,614.25,30762,385,42,,,0,15.7,35868.67,43012,5.055,5176.3,444.433566804,102,1.07058588,3284.1624243396,30484,57152,615.49,30762,552,,,,0,17.2,44409,51745.8,5.593,6221.900000000001,547.0735233764001,101.8,1.08985642584,3221.242420448244,35123,66991,619.21,30762,552,,,,0,18.4,54670.00000000001,62200.60000000001,5.997100000000001,8430.689999999999,792.722387022,101.2,1.10293470295008,3287.85334453,38709,73904,648.42,30762,1196.73,,,,0,22.3,79221,84284.59999999999,7.714,11879.73,1136.20196712,101.5,1.119478723494331,3542.054143418061,44060,78813,654.08,30762,1159.03,,,,0,18.3,113520,118779,14.84,15478.8,1557.201168276,102.8,1.150824127752172,4305.249949991817,47931,88082,656.47,30762,1377.97,,,,0,42,155580,154746,21.174,19273.6,1988.272318605,102,1.173840610307216,4632.820028713591,55411,94644,659.74,30762,1533.75,,,,0,39,198690,192697,19.893
邢台,邢台市,Xingtai,37.076685950966,114.511462256129,856.3,51.931835368,100,1,2625.276926,20027,34829.75,715.55,12433,1435.35,23,,,0,20,5150,8543,6.686,1056.29,66.876278125,102.9,1.029,2966.09960235,21361,36278,718.861842046,12433,1530,24,,,0,22.9,6640,10540,7.545,1195.96,82.50295046799999,103.9429,1.069572441,3143.44430637,22277,39706,721.6899999999999,12433,1366.7,25,,,0,18.6,8215,11941,5.699,1404.0742,106.780730744,101.6789,1.087529492711949,3575,22758,41199,725.63,12433,1461,,,,0,18.742,10640,14022,6.198,1716.2774,140.320043296,100.9776,1.098161181032701,4001.44390666,24256,46944,729.4399999999999,12433,1519,,,,0,23.774,13990,17139,6.744,2111.8823,182.077382101,101.5743,1.115449532505699,3923.034036,27038,50205,731.99,12433,1519,,,,0,26.823,18160,21092,7.187,2634.6576,239.8898880158,102.0409,1.138214742014607,4363.339244,28499,59431,735.1600000000001,12433,1519,,,,0,30.476,23936,26316.1,7.8481,3058.439,290.9912216256,102.2134,1.163407987114358,4842,29210,64248,737.4399999999999,12433,1623,,,,0,35.89,29031,30548.5,10.2944,3551.9486,360.870960722,102.8,1.19598341075356,5081.10516821,28707.05061365,67415,739.52,12433,1681,,,,0,43.386,35996,35476.1,13.2052
邯郸,邯郸市,Handan,36.631262731204,114.545628228235,1722.56,99.11282872,100,1,3351.123325,30270,36119.57,923.9210999999999,12062,3183.8,23,71,,0,25.6,9860,17200,7.94,2303.8,135.875228125,102.8,1.028,3710.33298435,32650,38255,928.6442999999999,12065,3259,28,77,,0,38,13500,23000,13.865,2765.6,175.9692358,102.9613,1.058442164,4050.84065074,30800,39042,932.5103999999999,12065,3157,27,75,,0,46,17500,27610,15.65,3273.1,235.98530512,102.1209,1.080890663856276,4209,32943,41219,937.3902,12065,3126,28,80,,0,41,23500,32690,16.04,3700,337.82920892,101.8682,1.101083863238439,4501.27538305,33450,46550,943.3,12065,3161,28,80,27,0,51,33670,33670,18.13,4740,489.60617491,101.3668,1.116133477481182,5305.2225,35265,50847,949.28,12065,3811,26,82,,0,58,48820,47342,21.17,5859.8,638.5442775380001,101.4183,1.131963598592298,5581.472833,35567,58917,951.1065000000001,12065,4134,24,90,,0,67,63710,58531,21.391,6994.140000000001,799.1431951782,102.2963,1.157956878706773,6358,36289,62696,952.8100000000001,12065,4167,24,90,,0,81.3,79734,69860.10000000001,27.2493,8036.558399999999,977.155736378,102.6,1.188063757553149,6811.59353336,36545.6141226,66540,954.97,12065,4173,23,118,,0,85.184,97511,80280.39999999999,29.6548
邵阳,邵阳市|邵陽市,Shaoyang,27.2452702728085,111.474432885931,809.456,56.2285252616,100,1,2296.4563,12797,29464.92,710.72,20830,852,42,,,0,14.56,5600,8080,3.5382,963.2145134460001,70.86709405115626,101.8,1.018,2656.93035428,14406,32262.82472173,702.9100000000001,20830,885,46,,,0,39.609,7026.82741986,9592.536134460001,9.48625509,1099.448969287,84.2732438380441,102.4,1.042432,2863.48,15727,36480.66121536,698.78,20830,938.0000000000001,56,,,0,46.009,8340.352935950001,10948.48069287,14.04305494,1286.157933743,100.8042159591128,101.9,1.062238208,2802.21,17498,41259.25,693.63,20830,1100,53,,,0,28.906,10036.88141354,12832.67333743,7.0880026,1571.422858,138.6939264414606,101.4,1.077109542912,2922.62,19156,47249,690.33,20830,1180,44,,,0,23.305,13827.66383,15690.92358,6.69976465,2035.59277,162.9058819122865,101.7,1.095420405141504,2953.14,20987,52334,688.8399999999999,20830,1250,39,,,0,20.35,16249.34266,20335.5777,6.2095255,3805.179136,332.17162681,101.10029513,1.107473262512302,3470.56,22148,58665,687.21,20830,1346,32,,,0,103.741,33043,37948.05036,25.795,5158.560772999999,436.9025780916,101.8,1.127407781237524,3926.58,24178,63871,679.04,20830,1406,31,,,0,137.791,43467.5598,51447.81673,33.6534,5616.743088,521.7624070193533,102.9,1.160102606893412,4193.54,29339.28553708,65835,665.39,20830,1058.17,25,,,0,81.04300000000001,52048.83577,56086.38788,18.46849778
郑州,郑州市,Zhengzhou,34.7534388504544,113.631419207339,5464.1,589.9,100,1,4691.157178,56855,35755.56,886,7446,3362,104,220,24,0,383.969,69636,80148,147.6,6200.4,700.1,102.3,1.023,5643.08013505,62053.85922737,41480,947.96,7446,3564.49,106,210,27,0,422.19,94198.68000000001,61582,158,7019.6,801,102.39137401,1.0474637561223,6586.82507537,68072.8745566,44622.18263804,986.6299999999999,7446,3836.05,104,219,35,0,436.095,110386.96,99130.895,165.08,7766.01,892.6,102,1.068413031244746,6579.132129,72992,49756.03,1029.62,7446,4174,96,214,41,20,481.889,114918.88,102166,181.36,8674.4,1004.2,101.0794886,1.079946428117947,7222.552368,77179,52987,1069.2,7446,4720.24,93,218,42,20,501.262,138257.64,122918.3,190.06,8933.6,1053.9,102.3,1.10478519596466,8093.231419,84113,61149,1119.41,7446,5125.46,89,290,41,36,480.652,156697.8,137010.4,199.45,10092.1,1195,101.8,1.124671329492024,8323.151895000001,93792,70486,1164.32,7446,5820.85,84,301,40,60,546.936,119312,111676.4,209.1876,11410,1387.4,102.00576385,1.147229580450289,8155.935471,101352,80963,1205.22,7446,6117.54,80,311,42,60,570.861,219477,182558.4,219.1566,13059.5,1598.6,103.1,1.182793697444248,9332.130463879999,94943.78465894,88030,1235.47,7446,6297.36,71,356,46,92,598.412,253127,209280.1,206.03
郴州,郴州市|郴州市,Chenzhou,25.7766832736018,113.021460499094,2236.924,137.0226793612,100,1,2625.025468,29305,34825.95,460.52,19730,760,31,,,0,219.24,13200,22150,77.7649,2715.336307563,171.2418968790062,102.6,1.026,2834.01971066,32848,37946.42315136,459.71,19342,849.65,31,,,0,237.611,16562.88463633,26915.75207563,88.91961213,3334.628576872,221.3772534467198,102.5,1.05165,3364.07,36256,40792.24276256,461.18,19342,910,29,,,0,250.386,21485.67004578,33095.89976872,105.28568412,3902.799615273,253.5896623256638,102,1.072683,3225.04,39999,44281,461.63,19342,955.7700000000001,30,,,0,263.514,24723.5982253,38764.48215273,103.43296335,4452.200431,301.55883973203,102,1.09413666,3221.98,42682,49086,464.5600000000001,19654,909.53,25,,,0,295.686,29346.99866,44226.31831,129.8704825,4904.673328,330.2666826325438,101.6,1.11164284656,3370.08,46691,55560,465.12,19654,961.9999999999999,25,,,0,309.239,32137.26409,48737.49428,133.9000306,6164.465094,544.9807338251409,102.19812962,1.136078197238847,3737.33,46134,60820,464.5600000000001,19342,1049,24,,,0,369.926,53370.39257,61274.72494,167.0192856,7206.725144000001,658.7352262697086,101.9,1.157663682986385,4524.66,50482,65367,465.54,19342,1066.72,24,,,0,449.149,64500.81745,71618.10244,207.4387489,8006.156093,788.7022691276666,103.2,1.194708920841949,4919.44,50759.77276226,67178,466.52,19342,776.52,20,,,0,549.374,77129.01496,79512.18693,252.4044289
鄂尔多斯,鄂尔多斯市,Eerduosi,39.6144823139488,109.787443179236,506.26,95.0494445488,100,1,4320.278363,163013.55688013,59298.57,199.93,86752,2499.9,28,91,,0,31.5,9396,5031.1,16.8676,592.9114999999999,125.40695,101.8,1.018,4034.62322915,182680,66892,200.42,86800,2021,31,95,,0,34.315,12420,5894.8,19.12,650.6736,152.35472548,101.8,1.036324,4061.67968556,196728,68231,201.75,86800,2914,30,88,,0,31.036,15103,6475.7,21.39,714.5659000000001,197.12999996,101.5,1.05186886,4349.87907845,200152,69955,203.5,86752,2915,32,74,,0,31.059,19559,7114.6,25.07,868.2788,255.770020512,100,1.05186886,4192.87529056,207163,70583,204.51,86752,2948.26,32,76,,0,31.788,25419,8651,25.368,1040.5725,302.18869829,102.8,1.08132118808,4053.547237,215488,74496,205.53,86800,2984.1,32,76,,0,34.725,30038,10371,27.23,1228.5956,378.30619752,103.4,1.11808610847472,3611.156064,173046,78166,206.87,86800,2858.9,32,155,,0,34.856,37644,12251.1,27.64,1415.7618,461.2862546,103,1.151628691728962,5773.89972145,,92827.44481,207.84,86800,2858.9,29,29,,0,35.118,45944,14122.5,27.9,2276.6416,585.7655434845,101.5,1.168903122104896,6532.329379,173069,98126,208.76,86800,2945.38,31,103,,0,35.116,58389,22731.3,27.1877
鄂州,鄂州市,Ezhou,30.3965721733169,114.90160738827,377.16,24.831209396,100,1,2940.254038,48759,26040.6,105.1,1594,916,11,,,0,5,2473,3766.6,1.567,395.79,33.6826116875,102.9,1.029,3625.85034014,53256,27544.91,105.35,1594,1039,11,,,0,4.2,3360,3953.7,1.3087,483.12,41.53999999999999,102.7,1.056783,3328.31891689,59790.57095475,29627.55,105.7,1596,1074,10,,,0,5,4147.930664,4826.2,.98,573.986,50.3,102,1.07791866,,64906,34041.59,105.88,1596,1167,9,,,0,2.46,5025.22643012,5737.4,.7771,661.1,58.01,101.4,1.09300952124,,68924,37215,105.95,1596,509,10,,,0,1.5,5798.63196232,6609.5,.3802,576.78,52.67,101.9,1.113776702143561,,74983,41189,106.85,1596,514,,,,0,.6,5264.70508535,5767.2,.3455,595.9613000000001,54.72,101.9,1.134938459484288,,84452,46920,107.69,1596,531,,,,0,.613,5470.95482136,5959,.1548,621.2998,58.39,101.8,1.155367351755006,8374.747632000001,93317,51741,107.77,1596,531,,,,0,.598,5837.93724556,6212.4,.1606,796.5221,61.09,102.7,1.186562270252391,,106678,56038,105.97,1596,593,,,,0,.121,6108.7019848,7965.1,.0432
